onset	duration	trial_type	value
2.0	1.14	congruent	31
5.589	1.068	incongruent	32
9.492	0.84	congruent	31
11.469	1.902	congruent	31
14.649	1.132	incongruent	32
18.041	1.376	congruent	31
22.147	1.212	congruent	31
25.254	1.617	incongruent	32
29.268	1.721	congruent	31
33.442	1.448	incongruent	32
37.718	1.817	congruent	31
42.069	0.92	congruent	31
45.716	1.945	incongruent	32
49.982	0.612	incongruent	32
52.077	1.88	incongruent	32
56.786	0.92	incongruent	32
60.213	0.703	congruent	31
63.904	0.645	incongruent	32
66.981	0.715	incongruent	32
68.989	1.153	incongruent	32
71.225	0.581	congruent	31
73.88	0.862	congruent	31
76.989	1.283	incongruent	32
80.964	0.985	congruent	31
84.619	1.696	congruent	31
87.873	0.515	congruent	31
89.733	1.989	incongruent	32
