onset	duration	trial_type	value
2.0	1.331	cue_left	51
6.122	0.529	cue_right	52
7.882	1.633	cue_right	52
11.457	1.986	cue_left	51
15.574	1.144	cue_right	52
19.111	1.066	cue_right	52
22.422	0.547	cue_right	52
25.685	1.662	cue_right	52
29.296	0.958	cue_right	52
32.617	1.611	cue_right	52
36.48	0.517	cue_left	51
39.661	0.616	cue_left	51
41.389	1.302	cue_left	51
44.872	1.539	cue_right	52
48.431	1.093	cue_left	51
50.554	0.793	cue_right	52
53.415	1.075	cue_right	52
55.758	1.506	cue_right	52
58.574	0.92	cue_right	52
61.82	0.534	cue_left	51
64.594	0.844	cue_left	51
67.741	0.703	cue_left	51
71.342	1.523	cue_left	51
74.505	1.223	cue_right	52
77.118	1.214	cue_right	52
