onset	duration	trial_type	value
2.0	1.79	nontarget	12
5.593	0.738	target	11
8.853	1.302	nontarget	12
13.062	1.872	nontarget	12
17.253	1.804	target	11
21.208	1.267	nontarget	12
24.141	1.553	nontarget	12
28.15	1.696	target	11
31.383	1.335	target	11
34.911	1.479	target	11
38.925	1.479	target	11
43.049	0.758	nontarget	12
45.459	0.856	nontarget	12
48.833	0.694	target	11
51.884	0.753	target	11
54.555	1.736	target	11
57.471	0.961	nontarget	12
60.652	1.344	nontarget	12
64.79	1.089	target	11
68.523	1.137	nontarget	12
71.547	1.764	target	11
75.395	0.989	target	11
79.351	1.187	target	11
81.777	1.036	target	11
84.756	1.929	target	11
