onset	duration	trial_type	value
2.0	1.673	incongruent	32
6.057	1.909	congruent	31
10.412	1.527	congruent	31
14.184	1.958	incongruent	32
17.474	1.566	incongruent	32
20.935	1.257	congruent	31
24.773	1.327	congruent	31
28.634	1.97	incongruent	32
31.925	1.549	incongruent	32
36.061	0.517	congruent	31
38.264	1.812	congruent	31
42.648	1.23	congruent	31
46.618	1.391	incongruent	32
49.711	0.997	congruent	31
52.522	0.564	congruent	31
54.548	1.683	congruent	31
58.527	1.657	congruent	31
62.025	1.618	incongruent	32
65.868	1.563	congruent	31
70.025	0.778	incongruent	32
72.946	0.588	congruent	31
75.452	0.75	incongruent	32
78.257	1.51	incongruent	32
80.971	0.501	incongruent	32
83.844	1.722	incongruent	32
