onset	duration	trial_type	value
2.0	0.93	nogo	22
4.95	1.67	nogo	22
7.992	1.841	nogo	22
12.366	0.904	go	21
15.146	1.353	go	21
17.668	0.656	go	21
21.122	1.265	nogo	22
24.476	0.524	go	21
26.842	1.505	go	21
30.028	0.515	nogo	22
31.705	1.073	nogo	22
34.921	1.205	go	21
38.303	0.944	go	21
41.817	1.174	go	21
44.018	1.086	nogo	22
46.152	1.726	nogo	22
50.082	1.035	go	21
53.355	0.762	go	21
55.373	1.074	nogo	22
58.546	1.637	nogo	22
61.669	1.342	nogo	22
65.121	1.217	go	21
67.824	1.875	nogo	22
72.237	1.643	nogo	22
76.024	1.072	nogo	22
78.909	0.983	nogo	22
