onset	duration	trial_type	value
2.0	1.358	target	11
5.579	1.126	nontarget	12
8.426	1.611	target	11
11.603	1.447	nontarget	12
15.377	1.988	target	11
19.665	1.77	target	11
22.839	1.932	nontarget	12
25.776	0.877	nontarget	12
27.675	1.679	nontarget	12
31.453	1.072	target	11
34.688	1.585	target	11
38.641	1.328	target	11
42.149	0.528	nontarget	12
44.684	1.207	target	11
48.072	1.81	target	11
51.915	0.66	nontarget	12
53.829	0.945	nontarget	12
56.106	1.816	target	11
60.906	0.751	nontarget	12
63.47	1.653	nontarget	12
67.544	1.712	target	11
71.243	1.774	nontarget	12
