onset	duration	trial_type	value
2.0	0.753	incongruent	32
4.637	1.42	incongruent	32
8.711	1.131	congruent	31
12.168	1.081	congruent	31
14.816	0.806	congruent	31
17.965	1.631	incongruent	32
22.164	0.667	congruent	31
24.885	1.513	congruent	31
28.996	1.264	congruent	31
31.765	1.129	congruent	31
34.901	1.444	congruent	31
38.442	1.11	incongruent	32
42.123	0.507	incongruent	32
45.436	0.962	congruent	31
47.564	1.067	congruent	31
50.68	1.986	congruent	31
55.296	1.119	congruent	31
58.794	1.589	congruent	31
61.447	1.085	incongruent	32
64.985	1.499	incongruent	32
67.637	0.529	congruent	31
70.832	1.001	congruent	31
74.739	1.584	congruent	31
77.356	1.545	congruent	31
80.115	1.225	incongruent	32
83.104	0.704	congruent	31
