onset	duration	trial_type	value
2.0	1.475	congruent	31
5.94	1.828	incongruent	32
9.708	1.378	incongruent	32
13.249	1.275	incongruent	32
15.631	0.646	incongruent	32
17.832	1.862	congruent	31
22.478	1.404	incongruent	32
24.991	1.876	congruent	31
29.383	1.669	incongruent	32
32.116	1.712	congruent	31
36.656	1.264	congruent	31
39.959	0.741	incongruent	32
41.949	0.675	congruent	31
45.035	1.888	incongruent	32
49.424	0.888	congruent	31
51.522	1.369	congruent	31
54.495	1.073	incongruent	32
56.902	1.392	congruent	31
60.128	0.642	incongruent	32
63.371	1.266	incongruent	32
66.167	0.957	incongruent	32
69.649	1.618	incongruent	32
74.021	1.381	incongruent	32
77.474	1.986	incongruent	32
80.524	1.621	congruent	31
83.751	0.571	incongruent	32
86.105	1.249	incongruent	32
88.752	0.569	congruent	31
