onset	duration	trial_type	value
2.0	1.493	nontarget	12
4.884	0.849	nontarget	12
7.911	1.543	target	11
10.856	1.57	target	11
13.659	0.991	nontarget	12
16.766	1.877	target	11
20.62	1.305	target	11
24.422	1.734	target	11
27.631	1.999	target	11
32.496	0.599	nontarget	12
35.864	1.499	nontarget	12
39.096	0.682	nontarget	12
41.1	0.686	nontarget	12
43.518	0.715	nontarget	12
46.456	1.185	target	11
49.254	1.044	nontarget	12
53.067	1.252	nontarget	12
55.876	0.839	nontarget	12
59.562	0.64	nontarget	12
63.179	1.191	nontarget	12
65.734	1.378	target	11
69.228	1.191	nontarget	12
72.559	1.611	nontarget	12
76.32	1.515	target	11
80.286	0.885	target	11
82.872	1.426	target	11
85.436	1.289	target	11
