onset	duration	trial_type	value
2.0	0.666	nontarget	12
4.513	1.509	target	11
8.248	0.714	target	11
10.555	0.929	target	11
14.168	1.574	target	11
17.805	1.993	target	11
22.646	0.754	target	11
24.81	1.621	nontarget	12
28.675	1.85	target	11
32.31	1.846	target	11
35.689	1.731	target	11
39.471	1.791	target	11
42.668	1.898	nontarget	12
45.77	0.691	target	11
47.72	0.615	nontarget	12
51.299	1.234	target	11
53.872	1.978	nontarget	12
57.572	1.578	nontarget	12
60.939	0.56	target	11
63.415	0.58	target	11
65.08	1.175	target	11
