onset	duration	trial_type	value
2.0	0.631	recall_start	42
4.4	0.603	sequence_presentation	41
7.055	1.581	recall_start	42
9.876	1.909	recall_start	42
13.583	1.757	recall_start	42
17.711	1.505	sequence_presentation	41
20.443	1.03	recall_start	42
23.794	0.565	sequence_presentation	41
25.439	1.575	recall_start	42
28.064	1.453	sequence_presentation	41
31.908	0.98	recall_start	42
33.936	0.815	sequence_presentation	41
36.845	1.114	recall_start	42
39.405	0.761	sequence_presentation	41
41.358	1.458	sequence_presentation	41
