onset	duration	trial_type	value
2.0	0.587	congruent	31
4.7	1.033	congruent	31
8.41	1.588	incongruent	32
12.051	1.055	incongruent	32
16.005	1.91	incongruent	32
19.109	1.299	congruent	31
23.27	1.621	congruent	31
25.936	1.06	incongruent	32
28.327	1.392	incongruent	32
32.43	0.537	congruent	31
35.396	1.291	incongruent	32
38.27	1.713	incongruent	32
41.698	1.993	congruent	31
45.26	1.561	congruent	31
49.727	1.49	incongruent	32
52.908	1.89	congruent	31
56.18	1.353	congruent	31
58.754	1.176	incongruent	32
62.806	1.513	congruent	31
66.758	1.347	incongruent	32
69.853	0.684	incongruent	32
71.78	1.931	incongruent	32
75.801	1.988	congruent	31
80.099	0.539	incongruent	32
81.874	1.549	congruent	31
84.892	1.752	congruent	31
