onset	duration	trial_type	value
2.0	0.548	target	11
4.856	1.185	target	11
8.88	1.715	nontarget	12
11.886	1.367	nontarget	12
16.01	1.381	target	11
19.665	1.379	nontarget	12
23.511	1.914	nontarget	12
27.307	1.096	nontarget	12
30.526	1.612	target	11
33.871	1.494	nontarget	12
38.283	1.776	target	11
41.529	1.431	target	11
45.457	1.545	nontarget	12
49.147	1.449	nontarget	12
52.843	1.155	nontarget	12
55.637	0.908	target	11
58.864	0.741	target	11
61.794	1.868	target	11
65.005	0.751	nontarget	12
67.363	1.209	nontarget	12
70.245	1.517	target	11
74.103	0.876	nontarget	12
76.673	0.891	nontarget	12
79.529	1.723	target	11
82.846	1.039	nontarget	12
85.757	0.57	target	11
