onset	duration	trial_type	value
2.0	0.989	nogo	22
5.966	1.143	nogo	22
8.716	1.682	nogo	22
12.182	0.83	nogo	22
15.494	0.939	go	21
18.159	0.736	nogo	22
21.419	0.883	go	21
24.706	1.882	nogo	22
28.122	1.159	nogo	22
31.113	0.525	nogo	22
33.157	1.891	go	21
36.126	1.0	nogo	22
39.203	0.753	nogo	22
42.075	0.938	go	21
45.45	1.524	go	21
49.736	0.58	go	21
52.112	0.838	go	21
55.268	0.659	nogo	22
57.824	0.991	nogo	22
59.948	1.759	nogo	22
64.49	0.901	go	21
68.359	0.544	nogo	22
71.53	1.342	go	21
75.043	0.584	go	21
