onset	duration	trial_type	value
2.0	1.945	nontarget	12
5.587	1.473	target	11
8.775	0.626	target	11
11.408	0.842	nontarget	12
14.644	0.719	target	11
17.334	0.823	target	11
20.58	1.306	nontarget	12
24.258	1.858	nontarget	12
28.742	1.372	nontarget	12
32.46	1.308	target	11
36.004	1.176	target	11
40.039	0.99	nontarget	12
43.157	1.282	target	11
46.192	1.022	target	11
48.338	1.784	nontarget	12
53.055	1.63	target	11
55.846	0.53	target	11
58.739	0.994	target	11
61.054	1.416	nontarget	12
64.876	1.661	nontarget	12
68.964	1.884	nontarget	12
73.841	1.104	target	11
77.474	0.894	nontarget	12
81.064	0.945	nontarget	12
84.981	0.696	target	11
87.009	1.877	nontarget	12
90.361	1.418	target	11
93.843	1.306	target	11
97.794	0.889	target	11
100.289	1.124	target	11
