onset	duration	trial_type	value
2.0	1.791	target	11
6.42	1.583	nontarget	12
10.081	0.891	nontarget	12
13.195	0.54	target	11
15.066	1.532	target	11
18.285	1.735	target	11
22.094	0.512	target	11
23.811	1.924	target	11
28.559	1.718	nontarget	12
32.209	0.674	nontarget	12
34.92	0.853	nontarget	12
38.441	1.705	nontarget	12
41.887	1.858	target	11
45.384	0.875	target	11
48.147	1.065	nontarget	12
50.432	1.686	target	11
54.884	1.569	target	11
58.025	1.05	target	11
61.762	0.724	target	11
63.616	1.796	target	11
67.498	0.872	target	11
70.764	0.916	nontarget	12
73.96	1.032	nontarget	12
76.573	1.94	target	11
81.286	1.494	nontarget	12
84.391	1.36	nontarget	12
