onset	duration	trial_type	value
2.0	1.705	target	11
5.326	0.895	target	11
8.259	1.037	target	11
12.197	1.724	nontarget	12
16.43	0.673	nontarget	12
19.659	1.711	nontarget	12
23.655	0.564	target	11
25.373	1.297	nontarget	12
29.548	0.918	nontarget	12
31.707	0.813	target	11
34.741	1.739	target	11
37.735	0.825	nontarget	12
40.737	1.024	target	11
42.8	0.627	target	11
45.598	1.128	nontarget	12
48.614	1.26	target	11
51.371	0.526	nontarget	12
54.724	0.952	nontarget	12
58.571	0.649	target	11
61.246	1.826	target	11
65.039	0.824	nontarget	12
