onset	duration	trial_type	value
2.0	0.849	nontarget	12
4.897	1.713	nontarget	12
7.907	1.355	nontarget	12
10.68	0.567	target	11
13.5	1.125	nontarget	12
16.629	0.678	nontarget	12
19.964	0.637	target	11
22.223	0.827	nontarget	12
26.043	1.489	target	11
29.42	0.782	target	11
31.88	0.924	nontarget	12
34.996	1.664	target	11
38.37	0.793	target	11
40.457	0.548	nontarget	12
43.627	1.348	nontarget	12
47.802	1.822	nontarget	12
50.688	0.927	target	11
54.289	0.759	target	11
56.128	0.813	target	11
59.536	1.382	target	11
62.647	1.46	target	11
65.659	1.316	target	11
69.466	1.315	target	11
73.491	0.901	nontarget	12
75.542	0.619	nontarget	12
