onset	duration	trial_type	value
2.0	1.555	congruent	31
5.097	1.209	congruent	31
9.204	1.792	incongruent	32
12.893	0.538	congruent	31
15.953	1.916	incongruent	32
20.285	0.996	congruent	31
23.276	1.119	congruent	31
25.487	1.398	congruent	31
28.275	1.332	incongruent	32
31.476	1.12	incongruent	32
33.98	0.68	incongruent	32
35.708	1.509	congruent	31
38.385	0.56	incongruent	32
40.234	0.816	incongruent	32
43.841	0.738	incongruent	32
47.003	0.809	incongruent	32
49.049	1.854	congruent	31
52.311	1.753	congruent	31
57.038	1.421	congruent	31
60.532	1.78	incongruent	32
64.459	0.975	congruent	31
67.533	1.849	incongruent	32
71.737	1.502	incongruent	32
74.577	1.28	congruent	31
77.742	1.248	congruent	31
