onset	duration	trial_type	value
2.0	0.789	target	11
5.088	0.561	nontarget	12
8.617	1.195	nontarget	12
11.343	0.509	target	11
14.316	1.522	nontarget	12
17.828	1.197	nontarget	12
20.15	1.815	target	11
23.403	0.839	nontarget	12
26.704	1.694	nontarget	12
31.175	1.011	nontarget	12
34.717	0.523	nontarget	12
37.133	1.853	nontarget	12
40.931	0.742	nontarget	12
43.843	1.114	target	11
47.378	1.08	nontarget	12
51.201	0.702	target	11
54.783	0.765	nontarget	12
57.623	1.87	target	11
61.748	0.783	nontarget	12
65.076	1.617	nontarget	12
69.437	0.893	nontarget	12
72.116	1.839	target	11
75.67	1.478	nontarget	12
78.798	1.612	nontarget	12
83.05	0.541	nontarget	12
