onset	duration	trial_type	value
2.0	0.803	nontarget	12
5.58	1.276	nontarget	12
8.397	1.112	target	11
12.47	0.63	nontarget	12
15.696	1.095	nontarget	12
18.451	1.54	nontarget	12
22.561	0.878	target	11
26.224	1.075	target	11
28.377	1.015	target	11
30.649	1.029	nontarget	12
32.875	1.618	target	11
36.786	1.741	nontarget	12
39.718	0.787	target	11
43.401	0.968	nontarget	12
46.104	0.689	target	11
48.438	0.926	target	11
51.466	0.735	nontarget	12
54.71	0.849	nontarget	12
56.809	0.849	target	11
58.744	1.998	nontarget	12
62.881	0.979	nontarget	12
65.144	1.713	target	11
