onset	duration	trial_type	value
2.0	1.569	target	11
5.762	1.07	target	11
8.504	0.54	nontarget	12
10.683	1.28	target	11
14.165	1.421	nontarget	12
17.683	1.822	target	11
21.86	0.647	nontarget	12
25.334	1.323	nontarget	12
29.28	1.322	nontarget	12
31.968	1.027	target	11
35.88	1.659	nontarget	12
38.891	0.568	nontarget	12
42.292	0.973	target	11
45.531	1.252	nontarget	12
49.147	1.918	target	11
52.509	0.985	nontarget	12
56.224	0.95	nontarget	12
60.09	1.342	nontarget	12
62.537	1.831	target	11
66.762	1.342	target	11
70.282	0.875	target	11
74.152	1.686	target	11
77.532	1.052	nontarget	12
