onset	duration	trial_type	value
2.0	1.753	target	11
5.872	1.578	nontarget	12
8.478	1.983	nontarget	12
12.169	1.101	nontarget	12
15.76	1.231	nontarget	12
18.678	1.658	nontarget	12
22.835	1.098	target	11
26.543	0.827	target	11
29.089	1.691	nontarget	12
32.365	1.442	nontarget	12
35.159	0.985	nontarget	12
38.948	0.62	nontarget	12
41.514	1.79	target	11
45.84	0.92	target	11
49.429	1.374	nontarget	12
53.777	1.043	nontarget	12
57.67	1.259	nontarget	12
60.242	1.245	nontarget	12
63.003	1.84	target	11
66.395	1.5	nontarget	12
