onset	duration	trial_type	value
2.0	1.913	nontarget	12
5.112	1.61	nontarget	12
7.801	1.623	target	11
10.918	1.647	target	11
14.081	0.732	nontarget	12
16.485	0.831	target	11
20.162	1.686	nontarget	12
23.964	0.85	target	11
27.113	1.52	nontarget	12
29.764	0.982	nontarget	12
33.078	0.713	nontarget	12
35.482	1.278	nontarget	12
37.975	1.404	nontarget	12
41.544	1.206	nontarget	12
44.222	0.928	target	11
47.851	1.27	target	11
51.007	0.553	target	11
53.45	1.453	target	11
57.075	1.091	target	11
60.965	1.516	target	11
64.383	1.367	target	11
67.092	0.96	nontarget	12
70.129	0.881	target	11
73.425	0.521	target	11
74.951	1.495	target	11
79.356	1.609	target	11
82.222	1.399	target	11
85.573	0.93	nontarget	12
89.426	1.024	nontarget	12
