onset	duration	trial_type	value
2.0	0.781	cue_right	52
4.617	1.036	cue_left	51
8.608	1.102	cue_right	52
11.697	1.181	cue_left	51
15.189	1.378	cue_left	51
19.364	1.384	cue_right	52
23.449	1.946	cue_left	51
27.193	1.038	cue_left	51
29.517	1.079	cue_left	51
31.785	1.294	cue_right	52
36.076	0.555	cue_right	52
38.533	0.926	cue_right	52
41.621	0.618	cue_left	51
44.727	1.359	cue_right	52
49.079	1.578	cue_right	52
53.481	0.521	cue_left	51
56.042	1.464	cue_right	52
59.555	0.529	cue_right	52
62.132	0.888	cue_right	52
65.231	1.774	cue_right	52
69.16	1.118	cue_left	51
71.297	0.671	cue_right	52
73.407	1.864	cue_right	52
76.891	2.0	cue_right	52
81.53	0.551	cue_right	52
84.659	0.725	cue_left	51
87.478	1.971	cue_right	52
92.091	1.404	cue_right	52
