onset	duration	trial_type	value
2.0	1.467	recall_start	42
5.862	1.609	recall_start	42
9.04	1.128	recall_start	42
11.919	1.818	sequence_presentation	41
16.609	1.547	sequence_presentation	41
19.3	0.579	sequence_presentation	41
21.398	1.964	sequence_presentation	41
26.18	1.111	sequence_presentation	41
29.934	1.764	recall_start	42
33.313	1.417	sequence_presentation	41
36.527	1.788	recall_start	42
40.691	0.852	recall_start	42
44.336	0.767	recall_start	42
47.861	1.888	sequence_presentation	41
52.288	1.339	recall_start	42
55.887	1.979	sequence_presentation	41
60.775	1.498	recall_start	42
65.189	1.198	recall_start	42
