onset	duration	trial_type	value
2.0	1.339	target	11
5.203	1.445	target	11
8.06	1.412	target	11
11.496	1.991	target	11
15.864	0.896	nontarget	12
19.721	0.89	target	11
22.457	0.742	nontarget	12
25.849	0.537	nontarget	12
28.173	0.502	nontarget	12
29.689	0.757	target	11
31.737	1.69	nontarget	12
34.685	1.518	nontarget	12
38.914	1.272	nontarget	12
41.864	0.964	nontarget	12
43.903	0.834	target	11
47.443	0.561	nontarget	12
50.578	0.729	nontarget	12
53.874	1.972	nontarget	12
58.699	1.595	target	11
61.726	1.717	nontarget	12
65.831	0.995	nontarget	12
