onset	duration	trial_type	value
2.0	1.155	congruent	31
4.67	1.039	congruent	31
8.055	1.592	incongruent	32
11.494	0.873	incongruent	32
15.284	0.652	incongruent	32
17.714	1.52	incongruent	32
20.238	1.234	incongruent	32
23.705	1.248	congruent	31
26.767	1.794	congruent	31
31.457	0.782	incongruent	32
34.202	0.675	congruent	31
37.254	1.144	incongruent	32
39.525	1.652	incongruent	32
43.2	0.877	incongruent	32
46.703	1.403	congruent	31
49.761	1.622	incongruent	32
54.248	0.701	incongruent	32
56.214	1.884	congruent	31
60.175	1.677	incongruent	32
62.944	1.358	congruent	31
66.407	1.87	incongruent	32
70.054	1.091	congruent	31
72.405	0.593	congruent	31
74.285	1.659	incongruent	32
