onset	duration	trial_type	value
2.0	1.924	sequence_presentation	41
5.829	0.966	recall_start	42
8.862	1.925	recall_start	42
12.647	1.501	recall_start	42
16.743	0.615	recall_start	42
19.291	1.805	recall_start	42
23.019	0.508	sequence_presentation	41
25.951	0.829	recall_start	42
29.502	1.62	sequence_presentation	41
32.511	0.657	recall_start	42
35.26	1.17	recall_start	42
37.7	0.647	recall_start	42
39.416	1.798	recall_start	42
44.171	1.167	recall_start	42
47.219	0.62	sequence_presentation	41
49.145	0.587	recall_start	42
51.78	1.713	sequence_presentation	41
54.737	1.069	recall_start	42
56.878	1.618	recall_start	42
61.298	1.463	recall_start	42
65.436	0.901	recall_start	42
68.465	0.556	sequence_presentation	41
70.693	1.288	recall_start	42
73.641	0.824	recall_start	42
76.419	1.761	sequence_presentation	41
79.213	0.571	recall_start	42
82.641	0.763	sequence_presentation	41
85.286	1.121	recall_start	42
