onset	duration	trial_type	value
2.0	1.869	target	11
4.894	1.97	target	11
9.301	0.716	nontarget	12
12.672	0.901	nontarget	12
16.088	1.129	target	11
18.44	0.609	nontarget	12
21.17	0.816	target	11
23.436	1.818	target	11
27.063	1.124	nontarget	12
29.862	1.768	nontarget	12
32.905	1.081	nontarget	12
35.185	1.634	nontarget	12
38.326	1.398	nontarget	12
40.746	0.769	nontarget	12
44.323	1.936	nontarget	12
48.964	0.907	nontarget	12
51.14	1.873	target	11
54.366	1.452	target	11
58.353	1.845	target	11
63.031	1.562	target	11
66.174	1.559	nontarget	12
70.406	1.173	target	11
73.049	0.529	nontarget	12
76.291	1.258	target	11
79.686	0.856	target	11
83.074	1.424	nontarget	12
86.199	1.089	target	11
88.949	1.407	target	11
