onset	duration	trial_type	value
2.0	1.946	nontarget	12
5.116	1.061	nontarget	12
8.206	0.922	target	11
12.061	0.87	nontarget	12
14.7	1.229	target	11
18.414	1.173	nontarget	12
21.47	1.04	target	11
24.919	1.095	nontarget	12
28.843	1.238	nontarget	12
32.911	1.021	nontarget	12
36.614	1.0	target	11
39.166	1.389	target	11
42.186	1.319	nontarget	12
45.672	1.672	nontarget	12
50.186	1.33	nontarget	12
54.507	1.21	nontarget	12
57.59	1.089	target	11
61.023	1.656	nontarget	12
64.165	1.441	target	11
67.688	1.038	target	11
71.597	0.86	nontarget	12
73.719	0.658	target	11
75.492	1.415	nontarget	12
