onset	duration	trial_type	value
2.0	1.481	congruent	31
6.023	1.206	incongruent	32
10.144	1.014	incongruent	32
13.178	1.607	incongruent	32
16.293	1.362	congruent	31
19.622	1.029	congruent	31
22.697	1.601	incongruent	32
27.016	1.81	congruent	31
29.982	1.024	congruent	31
32.966	1.555	incongruent	32
35.595	1.4	incongruent	32
38.137	0.979	incongruent	32
40.962	1.65	incongruent	32
44.685	1.293	incongruent	32
47.881	1.799	congruent	31
51.232	0.988	incongruent	32
54.208	0.794	congruent	31
56.739	1.144	incongruent	32
