onset	duration	trial_type	value
2.0	1.588	go	21
4.876	1.274	go	21
8.952	1.15	nogo	22
12.809	1.768	nogo	22
16.156	1.675	go	21
19.395	1.94	nogo	22
22.576	1.863	go	21
26.583	0.907	go	21
28.779	1.229	go	21
31.171	1.078	go	21
33.32	1.202	nogo	22
36.902	1.54	go	21
40.051	0.777	nogo	22
43.721	0.938	nogo	22
47.394	1.1	nogo	22
50.813	1.324	go	21
54.791	0.962	nogo	22
58.681	1.055	go	21
62.667	1.341	nogo	22
65.281	1.767	go	21
69.62	1.409	go	21
73.22	0.771	go	21
76.838	1.868	nogo	22
80.323	1.859	go	21
84.999	0.696	go	21
88.044	0.542	go	21
89.588	1.225	nogo	22
92.732	0.638	go	21
94.613	1.349	nogo	22
