onset	duration	trial_type	value
2.0	0.675	sequence_presentation	41
4.592	1.338	sequence_presentation	41
7.035	0.671	sequence_presentation	41
10.426	0.52	sequence_presentation	41
13.023	0.542	recall_start	42
15.719	0.502	sequence_presentation	41
17.421	1.743	recall_start	42
20.353	0.549	sequence_presentation	41
23.017	1.373	recall_start	42
25.877	0.777	recall_start	42
29.069	1.462	sequence_presentation	41
32.399	1.341	sequence_presentation	41
35.788	0.537	sequence_presentation	41
38.739	0.938	recall_start	42
41.428	0.675	sequence_presentation	41
43.971	1.01	recall_start	42
46.33	1.593	recall_start	42
