onset	duration	trial_type	value
2.0	1.131	nontarget	12
6.022	0.961	nontarget	12
8.437	1.25	target	11
12.251	0.964	target	11
14.56	0.744	nontarget	12
17.642	1.749	nontarget	12
21.487	1.003	target	11
25.114	0.652	nontarget	12
27.065	1.934	nontarget	12
31.126	1.239	target	11
33.904	1.355	target	11
38.202	1.361	nontarget	12
41.345	1.488	target	11
43.849	1.254	nontarget	12
46.569	1.417	nontarget	12
50.362	1.421	target	11
53.184	1.266	nontarget	12
56.613	0.818	nontarget	12
60.276	1.302	nontarget	12
62.669	0.955	target	11
64.836	1.518	target	11
68.671	1.965	target	11
