onset	duration	trial_type	value
2.0	1.155	go	21
4.686	1.252	nogo	22
8.711	1.096	nogo	22
12.251	1.209	go	21
15.447	0.529	nogo	22
18.137	1.765	nogo	22
21.138	0.82	nogo	22
24.522	1.969	go	21
29.302	1.907	nogo	22
33.193	1.736	nogo	22
36.804	1.547	go	21
40.657	1.901	nogo	22
44.462	1.556	go	21
48.161	1.012	nogo	22
52.11	1.172	go	21
55.536	0.753	go	21
58.886	1.918	go	21
61.851	1.185	go	21
64.769	0.742	nogo	22
66.734	0.578	go	21
69.327	0.524	nogo	22
72.365	1.696	nogo	22
75.157	1.435	go	21
78.248	1.437	nogo	22
80.882	1.051	nogo	22
