onset	duration	trial_type	value
2.0	1.42	target	11
5.032	1.778	nontarget	12
9.46	0.638	nontarget	12
12.254	1.402	target	11
16.426	0.732	nontarget	12
19.928	1.426	nontarget	12
22.373	0.587	target	11
25.162	1.49	nontarget	12
28.385	1.242	target	11
31.468	1.284	nontarget	12
33.884	1.806	target	11
37.004	0.788	target	11
39.656	1.828	nontarget	12
43.049	1.958	target	11
46.592	1.961	target	11
50.672	0.615	target	11
53.877	1.29	target	11
57.568	1.962	nontarget	12
62.023	1.515	target	11
65.054	1.65	nontarget	12
68.483	1.996	target	11
71.834	1.052	target	11
75.677	1.351	target	11
79.073	1.77	nontarget	12
83.112	1.747	target	11
87.185	1.992	target	11
