onset	duration	trial_type	value
2.0	1.319	target	11
5.509	1.297	target	11
9.655	0.716	nontarget	12
12.533	1.779	nontarget	12
16.439	1.636	target	11
20.057	1.482	target	11
22.936	1.991	nontarget	12
26.843	1.906	nontarget	12
31.728	0.558	target	11
34.94	1.031	nontarget	12
38.915	1.529	target	11
42.334	1.301	nontarget	12
44.641	0.75	nontarget	12
48.339	1.129	target	11
50.625	1.216	nontarget	12
53.452	1.44	target	11
56.584	1.072	target	11
59.196	1.172	target	11
62.785	1.127	nontarget	12
65.94	1.11	target	11
68.97	0.542	nontarget	12
72.417	1.173	target	11
75.1	0.586	nontarget	12
76.763	0.621	nontarget	12
79.834	0.735	target	11
82.026	1.123	nontarget	12
85.521	1.434	nontarget	12
88.304	1.616	nontarget	12
92.062	1.546	nontarget	12
