onset	duration	trial_type	value
2.0	1.859	nontarget	12
6.046	1.62	nontarget	12
9.9	1.111	nontarget	12
12.54	1.148	nontarget	12
15.236	1.667	target	11
18.765	1.372	nontarget	12
22.989	1.276	nontarget	12
25.964	1.446	nontarget	12
29.516	1.4	nontarget	12
33.546	0.76	target	11
35.422	0.696	nontarget	12
37.133	1.192	target	11
39.796	1.068	target	11
43.022	0.619	target	11
45.011	0.613	target	11
48.488	1.941	nontarget	12
51.492	0.648	target	11
54.883	1.687	nontarget	12
57.754	0.849	nontarget	12
60.579	0.577	nontarget	12
64.1	1.233	nontarget	12
67.485	0.841	nontarget	12
