onset	duration	trial_type	value
2.0	1.731	target	11
6.221	0.904	target	11
9.151	1.478	target	11
12.718	1.557	target	11
15.571	1.453	target	11
19.711	1.356	nontarget	12
22.4	1.91	target	11
26.247	1.979	nontarget	12
29.472	0.764	target	11
31.284	0.545	nontarget	12
34.643	0.992	nontarget	12
37.741	1.059	target	11
41.566	1.769	nontarget	12
44.846	1.299	target	11
47.944	0.772	nontarget	12
49.879	0.649	nontarget	12
53.115	1.774	nontarget	12
57.053	1.667	nontarget	12
60.296	1.348	target	11
64.63	0.979	target	11
67.101	1.208	nontarget	12
70.17	0.659	nontarget	12
73.032	0.898	target	11
75.141	1.26	target	11
