onset	duration	trial_type	value
2.0	1.357	incongruent	32
5.104	1.013	incongruent	32
7.754	1.375	congruent	31
12.125	0.889	incongruent	32
14.149	1.561	incongruent	32
18.47	1.312	congruent	31
21.066	1.083	incongruent	32
24.174	0.785	incongruent	32
26.608	0.813	incongruent	32
28.528	1.171	congruent	31
30.743	1.88	congruent	31
34.315	1.544	congruent	31
38.092	1.614	congruent	31
41.822	0.704	incongruent	32
44.152	1.677	congruent	31
48.571	1.905	incongruent	32
51.69	0.633	incongruent	32
55.052	0.843	congruent	31
57.646	1.381	congruent	31
60.715	1.042	congruent	31
64.035	0.502	congruent	31
65.928	1.502	incongruent	32
68.866	1.637	congruent	31
71.888	1.49	congruent	31
75.649	1.79	incongruent	32
