onset	duration	trial_type	value
2.0	0.888	nontarget	12
5.666	1.93	nontarget	12
8.693	1.394	nontarget	12
11.647	1.139	nontarget	12
14.325	1.276	target	11
16.901	0.572	target	11
19.376	1.222	nontarget	12
23.014	0.995	target	11
25.364	0.956	nontarget	12
28.312	0.892	target	11
31.704	1.889	nontarget	12
35.052	1.419	nontarget	12
38.508	1.718	target	11
43.01	1.84	target	11
46.383	1.919	target	11
49.829	0.654	target	11
52.735	1.126	target	11
55.581	1.061	target	11
57.726	1.172	target	11
61.155	0.619	target	11
62.909	0.675	nontarget	12
65.574	1.352	nontarget	12
67.933	0.627	target	11
70.66	1.671	target	11
73.454	1.558	nontarget	12
77.04	1.695	target	11
80.339	1.721	nontarget	12
83.253	0.704	nontarget	12
86.81	1.88	target	11
90.148	1.137	target	11
