onset	duration	trial_type	value
2.0	1.776	target	11
5.678	0.889	target	11
8.849	0.977	nontarget	12
12.315	1.272	nontarget	12
14.963	1.903	nontarget	12
18.567	0.985	target	11
21.038	1.422	target	11
23.732	0.607	target	11
26.164	1.988	target	11
30.09	0.55	nontarget	12
33.528	1.241	nontarget	12
37.002	1.126	nontarget	12
39.201	1.011	nontarget	12
42.84	1.293	nontarget	12
45.576	1.664	nontarget	12
48.618	1.858	target	11
53.359	1.228	nontarget	12
56.575	0.726	target	11
58.978	0.673	target	11
61.016	0.547	target	11
64.391	0.653	target	11
66.315	0.742	nontarget	12
