onset	duration	trial_type	value
2.0	1.926	congruent	31
5.098	1.273	incongruent	32
8.643	0.539	congruent	31
10.692	1.054	congruent	31
14.541	1.9	congruent	31
17.979	0.589	incongruent	32
21.447	1.734	congruent	31
24.843	1.242	congruent	31
27.227	1.805	incongruent	32
30.87	0.883	congruent	31
33.683	1.116	incongruent	32
37.419	1.873	congruent	31
41.685	0.57	incongruent	32
43.764	1.987	incongruent	32
48.294	1.209	incongruent	32
50.974	1.176	incongruent	32
53.154	1.508	incongruent	32
57.25	1.513	incongruent	32
61.438	1.737	incongruent	32
