onset	duration	trial_type	value
2.0	0.765	target	11
4.599	1.378	target	11
8.946	1.353	target	11
11.941	0.831	target	11
14.973	0.927	nontarget	12
18.643	0.97	target	11
21.93	0.86	nontarget	12
25.512	0.809	target	11
28.705	1.056	target	11
31.217	0.984	target	11
33.365	1.924	nontarget	12
36.895	0.529	nontarget	12
40.325	1.852	target	11
44.983	1.028	nontarget	12
47.133	0.957	nontarget	12
50.335	0.803	nontarget	12
52.415	1.602	target	11
56.855	0.956	target	11
60.241	1.802	target	11
64.943	1.878	target	11
68.891	1.859	nontarget	12
72.715	0.994	nontarget	12
76.349	0.565	nontarget	12
