onset	duration	trial_type	value
2.0	0.769	recall_start	42
5.681	1.811	recall_start	42
9.086	1.094	recall_start	42
11.629	0.615	recall_start	42
13.365	0.817	recall_start	42
17.104	0.618	sequence_presentation	41
18.934	0.952	recall_start	42
21.572	1.929	sequence_presentation	41
25.328	1.472	recall_start	42
28.046	1.277	recall_start	42
31.31	1.44	sequence_presentation	41
35.642	0.801	sequence_presentation	41
38.088	1.767	sequence_presentation	41
41.018	0.833	sequence_presentation	41
42.867	1.73	recall_start	42
47.339	1.752	recall_start	42
51.191	0.631	sequence_presentation	41
54.54	0.559	recall_start	42
57.044	1.601	recall_start	42
60.033	1.529	recall_start	42
