onset	duration	trial_type	value
2.0	0.991	congruent	31
4.592	1.275	incongruent	32
8.522	1.567	incongruent	32
12.813	0.769	incongruent	32
16.008	1.572	incongruent	32
20.048	1.888	congruent	31
23.76	1.419	congruent	31
26.28	0.572	congruent	31
28.898	1.39	incongruent	32
31.87	1.75	congruent	31
35.847	0.82	congruent	31
38.184	0.692	congruent	31
41.611	1.261	incongruent	32
44.477	0.961	congruent	31
47.308	1.203	congruent	31
51.431	1.887	incongruent	32
55.909	0.652	congruent	31
58.127	0.974	incongruent	32
61.499	1.376	congruent	31
64.685	1.61	congruent	31
68.069	0.525	incongruent	32
70.121	1.612	incongruent	32
