onset	duration	trial_type	value
2.0	1.47	sequence_presentation	41
4.974	1.592	recall_start	42
8.298	1.289	recall_start	42
11.154	1.284	recall_start	42
13.476	1.46	recall_start	42
17.815	1.318	sequence_presentation	41
20.427	0.955	sequence_presentation	41
23.927	1.852	sequence_presentation	41
27.363	1.413	recall_start	42
30.527	0.518	recall_start	42
33.709	1.321	sequence_presentation	41
37.851	1.378	recall_start	42
42.158	1.72	recall_start	42
46.328	0.541	sequence_presentation	41
49.597	1.887	sequence_presentation	41
53.477	1.903	sequence_presentation	41
57.05	1.416	recall_start	42
59.591	1.557	sequence_presentation	41
63.664	0.546	sequence_presentation	41
67.072	1.453	recall_start	42
70.794	1.252	sequence_presentation	41
