onset	duration	trial_type	value
2.0	1.753	nontarget	12
5.794	0.654	nontarget	12
8.406	1.885	target	11
12.932	1.909	nontarget	12
17.127	0.73	nontarget	12
20.224	1.139	nontarget	12
23.46	1.076	nontarget	12
27.191	1.213	target	11
30.361	1.234	nontarget	12
34.48	0.927	target	11
36.932	0.517	nontarget	12
40.26	1.379	target	11
44.213	0.936	target	11
46.358	1.132	target	11
49.169	0.505	nontarget	12
51.719	0.987	nontarget	12
55.009	0.516	target	11
57.187	1.835	target	11
60.308	1.177	target	11
63.705	1.668	nontarget	12
66.968	0.857	target	11
