onset	duration	trial_type	value
2.0	0.913	nontarget	12
4.371	1.731	nontarget	12
7.377	1.363	nontarget	12
10.793	0.695	target	11
13.878	1.722	nontarget	12
17.706	1.887	nontarget	12
21.044	1.765	nontarget	12
25.218	0.864	target	11
28.008	0.987	target	11
30.856	1.514	target	11
33.699	1.317	target	11
37.903	0.945	nontarget	12
41.535	1.547	target	11
45.153	1.001	target	11
48.7	1.812	nontarget	12
52.786	1.829	target	11
56.404	1.14	target	11
59.883	1.812	target	11
63.401	1.083	nontarget	12
67.114	0.735	target	11
69.067	0.778	target	11
