onset	duration	trial_type	value
2.0	1.539	nontarget	12
5.154	1.581	target	11
8.6	1.253	nontarget	12
12.542	0.955	nontarget	12
15.526	1.496	target	11
19.353	0.531	nontarget	12
21.517	1.209	target	11
25.445	1.78	nontarget	12
29.954	1.205	target	11
33.935	1.763	nontarget	12
36.884	1.009	target	11
39.022	0.999	target	11
42.619	0.929	nontarget	12
46.337	1.564	target	11
48.987	1.313	target	11
52.614	1.883	target	11
56.836	1.87	nontarget	12
60.07	0.886	target	11
63.27	1.852	nontarget	12
66.754	1.986	target	11
70.883	0.859	nontarget	12
74.25	0.885	nontarget	12
76.157	0.633	nontarget	12
79.308	0.726	target	11
81.868	0.589	target	11
83.553	1.088	nontarget	12
