onset	duration	trial_type	value
2.0	1.413	target	11
6.116	1.77	target	11
10.782	0.848	nontarget	12
14.153	1.387	target	11
17.74	1.608	target	11
20.8	1.753	nontarget	12
24.966	1.27	nontarget	12
29.116	1.506	nontarget	12
32.431	1.123	nontarget	12
35.164	1.021	target	11
38.253	0.802	nontarget	12
40.689	0.53	nontarget	12
44.027	0.99	target	11
47.382	0.535	target	11
50.339	1.227	nontarget	12
53.428	1.363	target	11
55.968	1.841	nontarget	12
59.693	1.977	target	11
63.522	1.721	target	11
67.15	1.222	nontarget	12
69.427	0.556	nontarget	12
71.094	1.582	target	11
