onset	duration	trial_type	value
2.0	1.39	nontarget	12
5.284	1.919	nontarget	12
8.949	0.684	nontarget	12
11.78	1.806	target	11
15.44	0.824	target	11
17.483	1.033	nontarget	12
20.078	1.918	target	11
24.211	0.658	target	11
26.717	0.992	nontarget	12
29.848	1.201	nontarget	12
32.336	1.579	nontarget	12
35.605	0.57	target	11
37.495	1.266	nontarget	12
39.988	0.564	target	11
43.507	1.232	target	11
46.903	1.353	nontarget	12
50.577	1.806	nontarget	12
54.327	1.681	target	11
57.565	1.415	target	11
60.688	1.114	nontarget	12
64.044	1.897	target	11
66.98	0.948	target	11
69.395	1.242	target	11
72.578	1.093	nontarget	12
74.761	0.558	target	11
78.047	1.76	target	11
