onset	duration	trial_type	value
2.0	0.892	target	11
5.752	1.402	target	11
9.908	1.567	target	11
14.362	0.832	nontarget	12
16.999	0.686	target	11
18.772	0.576	target	11
21.645	0.695	nontarget	12
24.988	1.887	nontarget	12
29.599	0.845	nontarget	12
32.939	1.826	nontarget	12
37.382	0.802	target	11
39.23	1.269	nontarget	12
43.411	1.732	nontarget	12
46.917	1.041	nontarget	12
50.77	0.855	target	11
53.51	1.616	nontarget	12
56.131	0.627	nontarget	12
58.295	0.799	target	11
60.771	1.072	target	11
63.567	0.932	target	11
66.475	0.943	nontarget	12
69.397	1.496	target	11
73.283	1.154	nontarget	12
