onset	duration	trial_type	value
2.0	0.596	incongruent	32
4.881	0.823	congruent	31
7.808	1.525	incongruent	32
12.109	1.384	incongruent	32
16.411	0.56	incongruent	32
19.187	1.015	incongruent	32
22.359	1.328	incongruent	32
26.554	1.596	incongruent	32
29.51	0.693	congruent	31
32.286	1.842	incongruent	32
36.008	1.506	congruent	31
39.261	1.834	congruent	31
42.357	0.908	incongruent	32
44.813	1.529	incongruent	32
48.394	1.148	incongruent	32
51.891	0.751	incongruent	32
54.208	1.209	incongruent	32
58.334	0.528	congruent	31
61.681	1.615	incongruent	32
65.016	1.3	incongruent	32
69.034	0.858	congruent	31
72.218	1.395	incongruent	32
75.648	1.823	incongruent	32
