onset	duration	trial_type	value
2.0	1.357	cue_left	51
6.089	1.455	cue_left	51
10.016	1.308	cue_left	51
12.417	0.693	cue_right	52
14.913	1.951	cue_left	51
19.122	1.959	cue_left	51
22.124	1.655	cue_right	52
25.472	0.74	cue_left	51
27.293	1.16	cue_left	51
29.961	0.75	cue_left	51
33.678	1.75	cue_left	51
38.25	1.605	cue_right	52
42.357	1.048	cue_left	51
45.505	1.066	cue_left	51
48.126	0.767	cue_right	52
50.134	1.169	cue_right	52
52.439	0.744	cue_left	51
55.411	1.574	cue_left	51
58.194	0.831	cue_left	51
60.853	1.232	cue_left	51
64.153	1.539	cue_right	52
67.346	1.887	cue_left	51
70.868	1.125	cue_right	52
74.441	1.35	cue_right	52
78.755	0.931	cue_left	51
