onset	duration	trial_type	value
2.0	1.63	incongruent	32
6.332	1.9	incongruent	32
9.938	0.6	incongruent	32
13.217	0.637	congruent	31
15.174	0.704	incongruent	32
18.756	1.392	incongruent	32
21.584	1.246	incongruent	32
25.69	1.686	incongruent	32
28.569	0.693	incongruent	32
30.664	1.166	incongruent	32
33.441	1.755	incongruent	32
37.603	0.771	congruent	31
41.357	1.024	congruent	31
45.009	1.649	incongruent	32
49.001	0.931	congruent	31
52.292	1.88	congruent	31
57.116	1.975	congruent	31
61.198	0.625	incongruent	32
63.751	1.406	incongruent	32
67.66	1.126	incongruent	32
69.984	1.136	congruent	31
73.731	1.488	incongruent	32
76.3	1.346	congruent	31
79.563	0.978	congruent	31
