onset	duration	trial_type	value
2.0	1.092	target	11
4.117	1.821	nontarget	12
8.903	1.637	target	11
12.795	1.234	target	11
16.202	0.701	nontarget	12
19.327	1.324	nontarget	12
23.563	1.401	nontarget	12
27.751	0.73	nontarget	12
30.52	1.156	nontarget	12
34.265	1.015	target	11
38.164	1.467	nontarget	12
41.056	1.81	target	11
45.706	0.567	nontarget	12
47.401	1.417	nontarget	12
51.604	1.94	nontarget	12
54.727	1.348	target	11
58.381	0.793	nontarget	12
61.671	0.592	nontarget	12
63.269	1.579	target	11
67.636	0.959	target	11
71.262	0.632	target	11
74.383	1.442	nontarget	12
77.425	0.872	target	11
79.617	1.085	target	11
83.167	0.916	target	11
85.359	1.419	nontarget	12
88.707	1.79	nontarget	12
