onset	duration	trial_type	value
2.0	0.517	target	11
4.507	1.731	target	11
8.913	1.781	nontarget	12
13.235	0.633	nontarget	12
16.221	0.809	nontarget	12
18.731	0.742	target	11
21.462	1.579	target	11
25.525	1.773	nontarget	12
30.004	0.629	target	11
31.84	1.011	nontarget	12
34.133	1.683	target	11
38.771	0.972	target	11
40.923	1.912	target	11
44.388	1.144	target	11
46.637	1.572	target	11
51.205	1.892	nontarget	12
54.804	1.78	target	11
59.075	1.259	nontarget	12
63.212	0.71	target	11
65.532	1.39	nontarget	12
68.975	1.481	nontarget	12
72.378	1.786	target	11
76.708	1.442	target	11
