onset	duration	trial_type	value
2.0	1.503	cue_left	51
5.51	1.746	cue_right	52
9.091	1.305	cue_right	52
12.88	0.803	cue_right	52
15.663	1.324	cue_right	52
19.729	0.841	cue_right	52
22.869	1.022	cue_left	51
26.8	1.988	cue_right	52
30.646	0.576	cue_left	51
33.478	0.73	cue_left	51
36.276	1.974	cue_left	51
41.24	1.981	cue_left	51
46.182	0.983	cue_right	52
49.231	1.724	cue_left	51
52.928	0.893	cue_right	52
54.982	1.35	cue_left	51
57.801	0.81	cue_left	51
61.528	1.356	cue_left	51
65.559	0.995	cue_right	52
68.839	1.87	cue_right	52
73.556	1.165	cue_right	52
77.6	1.503	cue_left	51
80.174	1.306	cue_left	51
84.149	0.586	cue_right	52
86.432	0.586	cue_left	51
88.769	0.657	cue_left	51
92.134	0.609	cue_right	52
94.958	1.647	cue_right	52
