onset	duration	trial_type	value
2.0	1.438	target	11
4.779	0.926	target	11
8.0	1.289	nontarget	12
10.514	0.917	nontarget	12
12.461	1.989	nontarget	12
16.703	1.019	target	11
20.63	1.131	nontarget	12
23.493	1.355	nontarget	12
26.854	0.901	nontarget	12
29.795	1.257	target	11
33.537	1.364	target	11
36.63	0.675	target	11
38.394	1.408	target	11
41.08	1.533	target	11
45.467	1.26	nontarget	12
47.851	0.915	nontarget	12
49.981	1.885	target	11
53.606	0.889	nontarget	12
56.218	1.243	nontarget	12
59.525	0.818	nontarget	12
62.401	1.77	target	11
66.605	1.293	nontarget	12
69.801	1.286	nontarget	12
72.262	1.247	nontarget	12
75.117	1.299	target	11
79.023	1.429	nontarget	12
83.288	1.251	nontarget	12
86.98	1.332	target	11
