onset	duration	trial_type	value
2.0	1.133	nontarget	12
5.73	0.758	nontarget	12
9.29	1.4	target	11
11.877	0.864	nontarget	12
15.323	0.835	nontarget	12
18.454	1.249	target	11
21.29	1.771	nontarget	12
24.605	0.537	nontarget	12
27.458	1.784	nontarget	12
32.121	1.869	nontarget	12
36.24	1.327	nontarget	12
39.363	1.064	nontarget	12
41.574	0.908	nontarget	12
44.834	0.61	nontarget	12
46.984	1.362	target	11
51.306	0.573	nontarget	12
53.534	0.75	target	11
55.299	1.911	nontarget	12
59.68	1.434	nontarget	12
62.156	1.479	nontarget	12
66.449	1.831	nontarget	12
69.83	0.797	nontarget	12
73.386	1.144	target	11
75.857	1.699	target	11
79.493	0.562	nontarget	12
