onset	duration	trial_type	value
2.0	1.134	nontarget	12
4.654	0.715	nontarget	12
7.483	1.783	nontarget	12
11.535	0.862	nontarget	12
14.923	1.448	target	11
19.144	0.919	nontarget	12
21.099	1.176	nontarget	12
24.437	0.944	nontarget	12
27.175	1.957	nontarget	12
31.085	1.314	target	11
34.917	0.576	target	11
37.456	0.775	target	11
40.212	0.667	nontarget	12
41.963	1.16	nontarget	12
44.234	1.304	target	11
48.045	1.914	nontarget	12
51.228	0.826	target	11
53.963	1.829	target	11
56.799	1.867	target	11
60.467	1.384	target	11
63.256	1.53	nontarget	12
