onset	duration	trial_type	value
2.0	1.025	incongruent	32
5.749	1.894	congruent	31
9.06	1.27	congruent	31
13.292	0.501	incongruent	32
16.0	1.758	congruent	31
20.055	1.824	congruent	31
23.998	1.993	incongruent	32
28.455	0.533	congruent	31
31.0	1.204	congruent	31
35.168	1.388	congruent	31
39.184	1.077	congruent	31
43.016	1.829	incongruent	32
46.147	0.638	congruent	31
48.148	0.502	incongruent	32
49.751	0.502	incongruent	32
51.368	1.335	congruent	31
55.259	1.23	congruent	31
58.068	0.671	congruent	31
